dpr_idobjetoa,dpr_idobjetob,dpr_latitudobja,dpr_longitudobja,dpr_altitudobja,dpr_velocidadobja,dpr_direccionobja,dpr_latitudobjb,dpr_longitudobjb,dpr_altitudobjb,dpr_velocidadobjb,dpr_direccionobjb,dpr_distanciaentreobj,dpr_tiporegistro,dpr_etiquetaregistro
2,17,-36.776984,-73.064859,0.0,216.2,312.9,-36.777612,-73.066913,0.0,245.5,196.5,,1,1
3,14,-36.779947,-73.066559,0.0,159.1,285.4,-36.777472,-73.064958,0.0,269.6,117.8,,1,1
10,15,-36.776276,-73.065144,0.0,281,65,-36.777245,-73.065666,0.0,293.3,135.3,,1,1
3,17,-36.777006,-73.064608,0.0,165.4,331.1,-36.778991,-73.064172,0.0,189.3,348.3,,1,1
9,21,-36.775467,-73.066277,0.0,15.6,118.7,-36.778255,-73.064462,0.0,284.8,305.7,,1,1
8,21,-36.779859,-73.066023,0.0,32.5,252.3,-36.778082,-73.065538,0.0,270.4,188.1,,1,1
2,13,-36.775449,-73.068146,0.0,53.7,105.6,-36.779968,-73.064218,0.0,99,13.3,,1,1
10,17,-36.777059,-73.067625,0.0,194.5,205.8,-36.778651,-73.06624,0.0,215.4,98.8,,1,1
9,15,-36.775838,-73.066413,0.0,235.2,214.7,-36.779266,-73.064337,0.0,297.3,249.3,,1,1
9,16,-36.778249,-73.067215,0.0,186.2,187.6,-36.778472,-73.066032,0.0,126.3,204.9,,1,1
9,14,-36.779016,-73.065111,0.0,50,300.3,-36.777454,-73.066559,0.0,242.1,200.7,,1,1
7,18,-36.776937,-73.065171,0.0,31,124.1,-36.779481,-73.06421,0.0,42.1,253.9,,1,1
3,17,-36.776571,-73.068091,0.0,18.8,21.5,-36.779669,-73.068107,0.0,159.5,122.2,,1,1
7,20,-36.776693,-73.063845,0.0,231.6,279.8,-36.776249,-73.064224,0.0,106.2,263.2,,1,1
7,11,-36.778816,-73.06861,0.0,207,257.2,-36.780275,-73.065827,0.0,275.8,170.1,,1,1
10,20,-36.775412,-73.066738,0.0,138,290.1,-36.778402,-73.066878,0.0,153.5,45.8,,1,1
5,17,-36.777478,-73.064099,0.0,228.5,308.9,-36.777194,-73.065877,0.0,247.1,348.6,,1,1
1,18,-36.778105,-73.068572,0.0,220.7,289.9,-36.776867,-73.066768,0.0,90.2,146.3,,1,1
5,17,-36.776176,-73.065654,0.0,2.8,55.5,-36.780168,-73.067238,0.0,264.5,28.3,,1,1
5,11,-36.777728,-73.067937,0.0,20.3,82.5,-36.776917,-73.064584,0.0,63.5,73.3,,1,1
8,21,-36.777823,-73.065219,0.0,293.7,130.6,-36.776768,-73.065652,0.0,152.6,303.3,,1,1
7,18,-36.776222,-73.064449,0.0,294.8,17.8,-36.775667,-73.068027,0.0,270.2,234.9,,1,1
8,14,-36.775305,-73.06606,0.0,272,279.7,-36.775713,-73.067952,0.0,158,72.9,,1,1
4,21,-36.777631,-73.065449,0.0,206.6,329.4,-36.776913,-73.068259,0.0,202.2,148.4,,1,1
6,11,-36.777826,-73.064906,0.0,132.6,315.9,-36.777191,-73.067903,0.0,165.8,261.8,,1,1
9,20,-36.778101,-73.065778,0.0,216,283.5,-36.778576,-73.063888,0.0,180.3,303.1,,1,1
7,17,-36.775556,-73.0681,0.0,229.8,193.3,-36.776273,-73.06463,0.0,246.2,233.8,,1,1
3,16,-36.777437,-73.0663,0.0,92.4,28.7,-36.776752,-73.067355,0.0,293,246,,1,1
4,11,-36.775761,-73.067772,0.0,52.8,328.9,-36.776488,-73.064457,0.0,279.3,76.3,,1,1
10,11,-36.775833,-73.066658,0.0,68,274.8,-36.776547,-73.06847,0.0,180.1,185.1,,1,1
6,15,-36.777873,-73.066894,0.0,188.9,38.2,-36.779611,-73.066586,0.0,270.9,28.5,,1,1
4,19,-36.779376,-73.067551,0.0,120.2,212.4,-36.777972,-73.066089,0.0,226.2,290.6,,1,1
4,15,-36.776116,-73.06387,0.0,224.3,2.3,-36.776543,-73.064756,0.0,51,298.5,,1,1
9,11,-36.779391,-73.066021,0.0,121.6,55.8,-36.775924,-73.064582,0.0,113.1,18.5,,1,1
7,11,-36.776093,-73.065842,0.0,252.7,73,-36.77708,-73.067711,0.0,266.6,190.9,,1,1
9,13,-36.779293,-73.068435,0.0,93.4,224.9,-36.779677,-73.067543,0.0,148.1,84.6,,1,1
8,15,-36.779536,-73.064729,0.0,31.1,144.3,-36.77809,-73.068004,0.0,59.7,306.3,,1,1
10,21,-36.776302,-73.065539,0.0,287.9,101.7,-36.77992,-73.068356,0.0,271.7,150,,1,1
9,13,-36.780033,-73.066537,0.0,273.1,178.9,-36.780166,-73.066824,0.0,87.1,210,,1,1
7,18,-36.777022,-73.064347,0.0,118.2,267.7,-36.776159,-73.065465,0.0,260.3,316.1,,1,1
4,15,-36.777497,-73.064444,0.0,163,37.5,-36.779425,-73.064759,0.0,25.8,157,,1,1
3,16,-36.780386,-73.06492,0.0,206.3,165.2,-36.77654,-73.063877,0.0,119.3,295.5,,1,1
9,19,-36.779112,-73.064692,0.0,137,50.4,-36.779181,-73.064818,0.0,241.5,74.1,,1,1
8,11,-36.776861,-73.067318,0.0,8.3,258.8,-36.776991,-73.066807,0.0,261,14.1,,1,1
5,20,-36.780153,-73.068193,0.0,184.9,264.5,-36.778392,-73.064306,0.0,43.8,128.3,,1,1
4,15,-36.778752,-73.068476,0.0,159.6,160.6,-36.777949,-73.066308,0.0,46.7,307.3,,1,1
8,14,-36.777625,-73.068148,0.0,209.9,243.5,-36.779922,-73.067278,0.0,114.3,233.4,,1,1
6,11,-36.777071,-73.065526,0.0,199.3,334.8,-36.779198,-73.066422,0.0,55.2,243.7,,1,1
9,12,-36.779348,-73.065694,0.0,250.3,113.6,-36.775191,-73.067488,0.0,177.9,315.6,,1,1
3,11,-36.778302,-73.067777,0.0,54.6,12.2,-36.775365,-73.065785,0.0,275.9,110.8,,1,1
1,19,-36.779801,-73.068545,0.0,213.9,27,-36.775871,-73.067253,0.0,284.5,131.9,,1,1
7,20,-36.775294,-73.067992,0.0,183,28.1,-36.778867,-73.068579,0.0,112.6,274.8,,1,1
2,11,-36.780193,-73.065207,0.0,270.8,241.3,-36.778049,-73.068105,0.0,113,179.3,,1,1
10,13,-36.778304,-73.064241,0.0,68.3,131.9,-36.776995,-73.068523,0.0,274,236,,1,1
8,12,-36.779532,-73.065821,0.0,254.3,321.9,-36.777421,-73.066144,0.0,271.3,304.7,,1,1
8,11,-36.778085,-73.066554,0.0,101.3,170,-36.776991,-73.066781,0.0,67.3,233.1,,1,1
5,17,-36.777406,-73.064833,0.0,246.9,124.5,-36.776845,-73.067548,0.0,31.4,59.9,,1,1
3,11,-36.775536,-73.064871,0.0,24.8,279.9,-36.776865,-73.064577,0.0,192.6,320,,1,1
5,19,-36.777325,-73.06663,0.0,18.3,45.7,-36.776351,-73.067024,0.0,149.1,133.1,,1,1
2,12,-36.777121,-73.066558,0.0,221.9,57.3,-36.779974,-73.066289,0.0,226.5,344.9,,1,1
2,15,-36.775706,-73.068501,0.0,182.4,25.6,-36.779055,-73.066393,0.0,289.6,89.4,,1,1
6,21,-36.778358,-73.063955,0.0,49.7,21.1,-36.778878,-73.067337,0.0,115.1,85.6,,1,1
8,21,-36.775871,-73.066191,0.0,181.5,43.5,-36.77932,-73.064873,0.0,154.1,80.6,,1,1
1,13,-36.775371,-73.06639,0.0,263.7,264.8,-36.779445,-73.064652,0.0,86.7,279.6,,1,1
2,15,-36.778524,-73.065067,0.0,167.1,209.3,-36.776107,-73.067664,0.0,119.9,15,,1,1
9,16,-36.776899,-73.064727,0.0,31.4,101.5,-36.776266,-73.068611,0.0,67,31.7,,1,1
2,18,-36.776755,-73.067029,0.0,133.2,21.2,-36.776612,-73.06577,0.0,86.3,210.1,,1,1
2,15,-36.776786,-73.065466,0.0,145.4,269.8,-36.778586,-73.068578,0.0,49.1,185.8,,1,1
4,15,-36.77759,-73.064299,0.0,298.3,103.1,-36.77826,-73.064596,0.0,256.8,302.2,,1,1
4,20,-36.778909,-73.063921,0.0,19.4,187.8,-36.777561,-73.068484,0.0,130.3,100.4,,1,1
9,16,-36.77995,-73.068213,0.0,12.8,321.2,-36.775584,-73.068057,0.0,263.3,115,,1,1
1,20,-36.778744,-73.066512,0.0,192.9,86,-36.77767,-73.065645,0.0,174.3,67.6,,1,1
2,20,-36.778963,-73.067985,0.0,38.9,234.7,-36.77892,-73.068354,0.0,98.8,215,,1,1
5,19,-36.778319,-73.068232,0.0,191.7,30.8,-36.777665,-73.066309,0.0,295.6,305.8,,1,1
2,14,-36.775995,-73.066892,0.0,196.3,102.4,-36.778988,-73.067695,0.0,128.2,99.6,,1,1
8,21,-36.78025,-73.064994,0.0,263,30.6,-36.777596,-73.065569,0.0,129.9,183.6,,1,1
3,17,-36.777432,-73.065298,0.0,71.9,129.6,-36.776363,-73.066224,0.0,169.9,25.3,,1,1
6,14,-36.776127,-73.065972,0.0,40.1,55.1,-36.779201,-73.066005,0.0,286.3,74.6,,1,1
1,15,-36.776745,-73.067866,0.0,14.2,28.6,-36.779398,-73.067432,0.0,40,54.8,,1,1
3,15,-36.779122,-73.067041,0.0,26.9,197.2,-36.779904,-73.065193,0.0,252.9,222.3,,1,1
10,16,-36.777555,-73.066739,0.0,198.9,101.9,-36.775149,-73.067165,0.0,218.1,316.4,,1,1
3,12,-36.778295,-73.066034,0.0,149.6,12.4,-36.776427,-73.066932,0.0,205.3,233.4,,1,1
1,14,-36.777423,-73.068587,0.0,208.7,14.6,-36.780329,-73.066835,0.0,283.7,346,,1,1
9,15,-36.779392,-73.065294,0.0,195.2,203.8,-36.779742,-73.068557,0.0,178,351.4,,1,1
7,14,-36.779753,-73.064556,0.0,66.9,18.5,-36.777893,-73.066195,0.0,12.2,120.5,,1,1
8,12,-36.777193,-73.06507,0.0,174.6,226,-36.777686,-73.068204,0.0,171,46.5,,1,1
4,11,-36.776703,-73.06731,0.0,240.4,46.8,-36.776525,-73.068377,0.0,36.4,76.3,,1,1
3,18,-36.779407,-73.065046,0.0,67.3,49.3,-36.779422,-73.066039,0.0,171.3,165.3,,1,1
7,11,-36.779974,-73.064657,0.0,162.8,193.6,-36.777028,-73.065838,0.0,143.6,9.7,,1,1
8,21,-36.778136,-73.064004,0.0,266.4,7.3,-36.775763,-73.065532,0.0,144.9,73.2,,1,1
