dpr_idobjetoa,dpr_idobjetob,dpr_latitudobja,dpr_longitudobja,dpr_altitudobja,dpr_velocidadobja,dpr_direccionobja,dpr_latitudobjb,dpr_longitudobjb,dpr_altitudobjb,dpr_velocidadobjb,dpr_direccionobjb,dpr_distanciaentreobj,dpr_tiporegistro,dpr_etiquetaregistro
3,19,-36.777111,-73.067426,0.0,147.0,16.6,-36.775839,-73.067203,0.0,250.4,94.1,0.14282763746623334,1,1
7,11,-36.775972,-73.064225,0.0,119.8,160.1,-36.775717,-73.067189,0.0,260.2,73.1,0.2655080670866287,1,1
6,19,-36.775686,-73.065393,0.0,90.3,293.6,-36.775399,-73.06527,0.0,100.0,306.7,0.03374092126884184,1,1
1,21,-36.779252,-73.068048,0.0,169.1,81.6,-36.776506,-73.064547,0.0,226.3,193.8,0.43641544555825357,1,1
6,21,-36.775657,-73.06473,0.0,161.4,8.0,-36.776196,-73.065639,0.0,212.4,344.4,0.10073064852415133,1,1
4,20,-36.77646,-73.064772,0.0,146.1,62.4,-36.775423,-73.065887,0.0,196.7,288.9,0.15217825861891113,1,1
9,15,-36.778891,-73.064799,0.0,209.8,343.9,-36.778546,-73.065098,0.0,59.4,286.5,0.04669897752866991,1,1
9,13,-36.777586,-73.065468,0.0,122.2,57.9,-36.776821,-73.064739,0.0,56.2,198.9,0.10701159837251181,1,1
6,16,-36.776821,-73.064561,0.0,32.7,21.1,-36.779096,-73.06542,0.0,241.4,50.5,0.26428404873155303,1,1
3,20,-36.77694,-73.067892,0.0,92.5,92.7,-36.778532,-73.066079,0.0,60.9,193.6,0.23960371581578807,1,1
2,21,-36.775146,-73.064471,0.0,173.5,23.6,-36.775771,-73.064326,0.0,160.0,101.1,0.07068659411463764,1,1
10,14,-36.7804,-73.068086,0.0,10.3,292.0,-36.780193,-73.064219,0.0,172.0,204.9,0.34516397912369184,1,1
10,19,-36.77821,-73.068303,0.0,72.9,134.7,-36.776607,-73.06707,0.0,147.0,171.4,0.20935819039303044,1,1
10,17,-36.777666,-73.067618,0.0,192.6,204.7,-36.777974,-73.068243,0.0,87.2,195.5,0.0653563600675092,1,1
6,15,-36.776355,-73.067478,0.0,23.2,35.5,-36.776565,-73.06605,0.0,236.9,205.1,0.12931012425438385,1,1
1,16,-36.775611,-73.066203,0.0,263.7,136.6,-36.775245,-73.063962,0.0,180.7,219.5,0.2037033158738318,1,1
4,15,-36.7763,-73.064725,0.0,227.4,236.6,-36.779205,-73.06526,0.0,204.0,142.1,0.3265166779688989,1,1
5,16,-36.775796,-73.0648,0.0,129.7,291.9,-36.778154,-73.068554,0.0,148.6,12.1,0.4248942051797019,1,1
5,21,-36.775874,-73.066297,0.0,251.3,57.0,-36.776515,-73.064492,0.0,220.3,252.0,0.17585433483224427,1,1
9,12,-36.775289,-73.063874,0.0,40.7,55.1,-36.778032,-73.06491,0.0,255.0,3.1,0.3186590200283518,1,1
10,16,-36.777695,-73.06756,0.0,148.8,43.7,-36.77873,-73.068533,0.0,28.2,61.7,0.1440643994216587,1,1
10,13,-36.775652,-73.067686,0.0,32.7,127.5,-36.775699,-73.065265,0.0,281.4,259.9,0.2156909868255076,1,1
1,20,-36.77975,-73.067163,0.0,129.4,182.8,-36.778736,-73.065498,0.0,21.5,221.4,0.1862848202551317,1,1
5,17,-36.780456,-73.067551,0.0,230.3,3.9,-36.777919,-73.065335,0.0,85.1,209.8,0.3442852237925118,1,1
6,15,-36.779995,-73.064859,0.0,224.7,220.7,-36.779372,-73.067183,0.0,175.7,28.6,0.21826274631570794,1,1
5,21,-36.775531,-73.063866,0.0,136.1,190.2,-36.776636,-73.064949,0.0,156.7,64.7,0.1562087568830524,1,1
2,11,-36.779107,-73.066148,0.0,127.7,325.1,-36.778881,-73.064868,0.0,297.1,39.9,0.11673594289011946,1,1
3,21,-36.780167,-73.067949,0.0,265.8,99.7,-36.778056,-73.06808,0.0,42.5,85.4,0.23502225909817437,1,1
1,19,-36.777379,-73.064965,0.0,53.5,121.3,-36.779019,-73.064415,0.0,170.5,5.8,0.1888240646187676,1,1
6,17,-36.775498,-73.064627,0.0,179.1,84.2,-36.777351,-73.064802,0.0,149.7,132.5,0.20663287549294224,1,1
1,15,-36.778964,-73.068465,0.0,74.1,184.1,-36.776994,-73.066922,0.0,246.7,358.3,0.2585923645904549,1,1
4,19,-36.775353,-73.068001,0.0,192.6,95.1,-36.778249,-73.064817,0.0,107.0,189.6,0.42908636552750656,1,1
10,18,-36.779296,-73.068011,0.0,268.9,10.3,-36.779397,-73.065652,0.0,159.5,320.0,0.21039549246998693,1,1
10,14,-36.780224,-73.067691,0.0,79.1,143.6,-36.775964,-73.068585,0.0,96.8,304.8,0.4803355685008405,1,1
3,16,-36.775492,-73.06393,0.0,230.2,294.8,-36.775343,-73.068116,0.0,115.9,228.7,0.37319753820878077,1,1
6,12,-36.779445,-73.066906,0.0,83.7,14.8,-36.777753,-73.06729,0.0,259.2,180.9,0.1912249288371398,1,1
4,15,-36.779626,-73.066887,0.0,224.6,247.2,-36.779943,-73.068555,0.0,196.9,342.6,0.15267801182281235,1,1
7,16,-36.779059,-73.068057,0.0,50.0,275.1,-36.779081,-73.068186,0.0,60.6,274.3,0.011746497030817895,1,1
10,20,-36.778935,-73.068193,0.0,238.6,219.1,-36.779468,-73.066793,0.0,139.5,134.8,0.1380549428689788,1,1
5,12,-36.779752,-73.064954,0.0,99.0,333.1,-36.77636,-73.067647,0.0,20.6,280.4,0.44697398031297025,1,1
8,12,-36.775599,-73.064412,0.0,81.5,108.8,-36.778336,-73.067016,0.0,170.8,88.4,0.3826373075950739,1,1
2,18,-36.777244,-73.065393,0.0,161.7,255.9,-36.777372,-73.068373,0.0,131.6,204.7,0.2657910018106925,1,1
1,16,-36.777106,-73.06491,0.0,142.1,111.7,-36.77914,-73.064464,0.0,91.4,47.4,0.2296321418081641,1,1
7,20,-36.777827,-73.065601,0.0,6.1,342.9,-36.776622,-73.067902,0.0,139.9,42.1,0.24485079815350702,1,1
7,19,-36.777896,-73.066982,0.0,68.6,135.9,-36.777961,-73.067248,0.0,108.2,92.2,0.024768734376161908,1,1
5,11,-36.776218,-73.068019,0.0,44.9,133.7,-36.777031,-73.065806,0.0,192.8,209.4,0.2168425134643983,1,1
5,15,-36.776509,-73.066851,0.0,272.7,273.8,-36.775601,-73.064325,0.0,299.5,313.1,0.24659526365556456,1,1
3,21,-36.77914,-73.064599,0.0,247.8,40.7,-36.778372,-73.065853,0.0,272.9,357.5,0.14059166144821467,1,1
4,14,-36.776515,-73.064824,0.0,33.7,144.9,-36.779721,-73.065333,0.0,23.5,332.7,0.3593617392589743,1,1
3,17,-36.780269,-73.067304,0.0,237.5,17.6,-36.777386,-73.064937,0.0,51.6,316.1,0.38367817245060226,1,1
8,20,-36.77566,-73.06708,0.0,72.0,246.9,-36.779458,-73.067579,0.0,25.6,185.7,0.42465034870826224,1,1
8,14,-36.776237,-73.068562,0.0,235.4,161.8,-36.778181,-73.068295,0.0,90.4,195.2,0.21746702041855645,1,1
10,17,-36.777618,-73.068235,0.0,153.1,318.0,-36.776498,-73.068392,0.0,15.5,62.9,0.12532085993194825,1,1
1,21,-36.775723,-73.067388,0.0,45.1,21.3,-36.77538,-73.068161,0.0,210.3,279.5,0.07870619068370355,1,1
7,11,-36.777597,-73.067345,0.0,221.6,11.5,-36.776967,-73.065129,0.0,224.7,126.4,0.20942868651937113,1,1
3,11,-36.779554,-73.066852,0.0,182.2,75.1,-36.777066,-73.066531,0.0,167.2,3.6,0.27812623751096155,1,1
7,14,-36.777837,-73.065399,0.0,231.4,343.0,-36.777349,-73.068163,0.0,170.9,76.9,0.25208062185396024,1,1
8,13,-36.778521,-73.068415,0.0,52.5,168.5,-36.779013,-73.065168,0.0,191.5,35.9,0.294313467496335,1,1
6,16,-36.777593,-73.067091,0.0,143.2,214.1,-36.775629,-73.064553,0.0,156.7,303.6,0.314307827967397,1,1
3,17,-36.780159,-73.064459,0.0,251.9,45.0,-36.775615,-73.066061,0.0,155.2,115.3,0.5250283587745003,1,1
3,20,-36.778022,-73.065336,0.0,293.0,27.9,-36.779974,-73.065661,0.0,185.7,334.1,0.21897397557116607,1,1
10,13,-36.778933,-73.067295,0.0,162.6,300.6,-36.775688,-73.06582,0.0,72.3,252.5,0.3839977731363779,1,1
4,15,-36.775742,-73.068352,0.0,166.8,99.3,-36.77771,-73.064702,0.0,159.1,140.6,0.39187673038350346,1,1
7,13,-36.775281,-73.066728,0.0,103.1,198.7,-36.776652,-73.066445,0.0,37.3,239.5,0.1545179018488732,1,1
10,16,-36.779847,-73.06595,0.0,248.7,318.1,-36.778179,-73.067107,0.0,188.9,314.3,0.212175447432389,1,1
6,17,-36.777059,-73.06529,0.0,176.2,359.4,-36.776651,-73.066727,0.0,195.2,98.4,0.13578816501707033,1,1
6,15,-36.777941,-73.067725,0.0,260.5,249.7,-36.776182,-73.066135,0.0,265.1,172.2,0.24147471724694788,1,1
10,20,-36.777321,-73.06398,0.0,41.7,220.7,-36.777759,-73.065438,0.0,175.9,32.3,0.1386873549632934,1,1
8,16,-36.778816,-73.065678,0.0,210.2,236.1,-36.776856,-73.065318,0.0,128.2,175.7,0.220287893257414,1,1
2,18,-36.779458,-73.067541,0.0,35.3,52.7,-36.779949,-73.063967,0.0,225.9,107.7,0.3229518818984666,1,1
10,13,-36.77695,-73.068176,0.0,277.2,287.3,-36.775329,-73.068209,0.0,3.9,104.2,0.18027093765438904,1,1
10,20,-36.778979,-73.064503,0.0,62.8,273.1,-36.779247,-73.0681,0.0,128.1,314.2,0.3217374310517162,1,1
3,21,-36.778691,-73.066328,0.0,225.6,235.4,-36.779142,-73.066646,0.0,265.1,137.0,0.05759365266193167,1,1
2,12,-36.77619,-73.068328,0.0,253.9,322.2,-36.778416,-73.067572,0.0,217.1,37.5,0.25651455713948035,1,1
6,12,-36.77846,-73.063865,0.0,86.4,219.9,-36.780379,-73.064459,0.0,120.3,327.8,0.21984310347149397,1,1
4,17,-36.780024,-73.068115,0.0,68.2,39.0,-36.776412,-73.065752,0.0,92.6,52.7,0.45343444261730637,1,1
8,13,-36.778388,-73.068268,0.0,216.4,349.0,-36.776932,-73.063881,0.0,22.3,268.0,0.4229349521752619,1,1
6,21,-36.779871,-73.066303,0.0,241.7,310.7,-36.779894,-73.068227,0.0,104.4,131.7,0.17137177099822387,1,1
7,21,-36.778563,-73.065027,0.0,237.6,72.0,-36.778252,-73.067957,0.0,113.9,319.5,0.2632341366046588,1,1
8,21,-36.779932,-73.066268,0.0,83.3,271.5,-36.777139,-73.063916,0.0,74.3,214.9,0.3746086244333694,1,1
4,12,-36.778733,-73.064764,0.0,217.3,107.0,-36.778355,-73.068454,0.0,33.9,85.9,0.3313164692463404,1,1
4,18,-36.776346,-73.064368,0.0,295.3,105.8,-36.779169,-73.067496,0.0,218.0,40.0,0.41969910460867044,1,1
5,20,-36.778422,-73.064017,0.0,235.1,188.7,-36.779806,-73.067678,0.0,125.0,12.5,0.3605477808546222,1,1
2,18,-36.775887,-73.067404,0.0,166.5,270.0,-36.778231,-73.066898,0.0,117.3,100.4,0.2645083338262439,1,1
3,20,-36.776844,-73.066872,0.0,44.6,236.7,-36.78033,-73.064478,0.0,62.2,339.5,0.4423958498910139,1,1
4,19,-36.778034,-73.06613,0.0,182.5,208.9,-36.778261,-73.064652,0.0,231.2,64.7,0.1340328059477897,1,1
2,13,-36.779048,-73.067142,0.0,102.7,300.7,-36.778556,-73.06608,0.0,172.0,30.4,0.10926590908084215,1,1
2,17,-36.776984,-73.064859,0.0,216.2,312.9,-36.777612,-73.066913,0.0,245.5,196.5,0.19581148383519947,1,1
3,14,-36.779947,-73.066559,0.0,159.1,285.4,-36.777472,-73.064958,0.0,269.6,117.8,0.309952503365111,1,1
10,15,-36.776276,-73.065144,0.0,281.0,65.0,-36.777245,-73.065666,0.0,293.3,135.3,0.11735020612365551,1,1
3,17,-36.777006,-73.064608,0.0,165.4,331.1,-36.778991,-73.064172,0.0,189.3,348.3,0.22411168532958392,1,1
9,21,-36.775467,-73.066277,0.0,15.6,118.7,-36.778255,-73.064462,0.0,284.8,305.7,0.3496259332114867,1,1
8,21,-36.779859,-73.066023,0.0,32.5,252.3,-36.778082,-73.065538,0.0,270.4,188.1,0.20225960416534572,1,1
2,13,-36.775449,-73.068146,0.0,53.7,105.6,-36.779968,-73.064218,0.0,99.0,13.3,0.6122778793264734,1,1
10,17,-36.777059,-73.067625,0.0,194.5,205.8,-36.778651,-73.06624,0.0,215.4,98.8,0.21576070775714176,1,1
9,15,-36.775838,-73.066413,0.0,235.2,214.7,-36.779266,-73.064337,0.0,297.3,249.3,0.4236527560557799,1,1
9,16,-36.778249,-73.067215,0.0,186.2,187.6,-36.778472,-73.066032,0.0,126.3,204.9,0.10823941595356035,1,1
9,14,-36.779016,-73.065111,0.0,50.0,300.3,-36.777454,-73.066559,0.0,242.1,200.7,0.21632924301496675,1,1
7,18,-36.776937,-73.065171,0.0,31.0,124.1,-36.779481,-73.06421,0.0,42.1,253.9,0.2955444753367968,1,1
3,17,-36.776571,-73.068091,0.0,18.8,21.5,-36.779669,-73.068107,0.0,159.5,122.2,0.3444848301060748,1,1
7,20,-36.776693,-73.063845,0.0,231.6,279.8,-36.776249,-73.064224,0.0,106.2,263.2,0.0598070557399913,1,1
7,11,-36.778816,-73.06861,0.0,207.0,257.2,-36.780275,-73.065827,0.0,275.8,170.1,0.29623083029240316,1,1
10,20,-36.775412,-73.066738,0.0,138.0,290.1,-36.778402,-73.066878,0.0,153.5,45.8,0.33270656510288293,1,1
5,17,-36.777478,-73.064099,0.0,228.5,308.9,-36.777194,-73.065877,0.0,247.1,348.6,0.16147319086050793,1,1
1,18,-36.778105,-73.068572,0.0,220.7,289.9,-36.776867,-73.066768,0.0,90.2,146.3,0.21157758849193464,1,1
5,17,-36.776176,-73.065654,0.0,2.8,55.5,-36.780168,-73.067238,0.0,264.5,28.3,0.465768911453365,1,1
5,11,-36.777728,-73.067937,0.0,20.3,82.5,-36.776917,-73.064584,0.0,63.5,73.3,0.3119492573574067,1,1
8,21,-36.777823,-73.065219,0.0,293.7,130.6,-36.776768,-73.065652,0.0,152.6,303.3,0.1234868960422082,1,1
7,18,-36.776222,-73.064449,0.0,294.8,17.8,-36.775667,-73.068027,0.0,270.2,234.9,0.3245959157658977,1,1
8,14,-36.775305,-73.06606,0.0,272.0,279.7,-36.775713,-73.067952,0.0,158.0,72.9,0.17451254504940472,1,1
4,21,-36.777631,-73.065449,0.0,206.6,329.4,-36.776913,-73.068259,0.0,202.2,148.4,0.2626949633744077,1,1
6,11,-36.777826,-73.064906,0.0,132.6,315.9,-36.777191,-73.067903,0.0,165.8,261.8,0.2761041523137817,1,1
9,20,-36.778101,-73.065778,0.0,216.0,283.5,-36.778576,-73.063888,0.0,180.3,303.1,0.17642000612847683,1,1
7,17,-36.775556,-73.0681,0.0,229.8,193.3,-36.776273,-73.06463,0.0,246.2,233.8,0.3191743158962299,1,1
3,16,-36.777437,-73.0663,0.0,92.4,28.7,-36.776752,-73.067355,0.0,293.0,246.0,0.12095692209609388,1,1
4,11,-36.775761,-73.067772,0.0,52.8,328.9,-36.776488,-73.064457,0.0,279.3,76.3,0.30611724641497196,1,1
10,11,-36.775833,-73.066658,0.0,68.0,274.8,-36.776547,-73.06847,0.0,180.1,185.1,0.17985719494853064,1,1
6,15,-36.777873,-73.066894,0.0,188.9,38.2,-36.779611,-73.066586,0.0,270.9,28.5,0.19519387428598242,1,1
4,19,-36.779376,-73.067551,0.0,120.2,212.4,-36.777972,-73.066089,0.0,226.2,290.6,0.20329053073939238,1,1
4,15,-36.776116,-73.06387,0.0,224.3,2.3,-36.776543,-73.064756,0.0,51.0,298.5,0.09209440992693252,1,1
9,11,-36.779391,-73.066021,0.0,121.6,55.8,-36.775924,-73.064582,0.0,113.1,18.5,0.4062580750412814,1,1
7,11,-36.776093,-73.065842,0.0,252.7,73.0,-36.77708,-73.067711,0.0,266.6,190.9,0.19938496196858663,1,1
9,13,-36.779293,-73.068435,0.0,93.4,224.9,-36.779677,-73.067543,0.0,148.1,84.6,0.09019037824671072,1,1
8,15,-36.779536,-73.064729,0.0,31.1,144.3,-36.77809,-73.068004,0.0,59.7,306.3,0.33305947370914574,1,1
10,21,-36.776302,-73.065539,0.0,287.9,101.7,-36.77992,-73.068356,0.0,271.7,150.0,0.4741239435443729,1,1
9,13,-36.780033,-73.066537,0.0,273.1,178.9,-36.780166,-73.066824,0.0,87.1,210.0,0.029530373553644785,1,1
7,18,-36.777022,-73.064347,0.0,118.2,267.7,-36.776159,-73.065465,0.0,260.3,316.1,0.13828793742978737,1,1
4,15,-36.777497,-73.064444,0.0,163.0,37.5,-36.779425,-73.064759,0.0,25.8,157.0,0.21621166391816646,1,1
3,16,-36.780386,-73.06492,0.0,206.3,165.2,-36.77654,-73.063877,0.0,119.3,295.5,0.43762804592805926,1,1
9,19,-36.779112,-73.064692,0.0,137.0,50.4,-36.779181,-73.064818,0.0,241.5,74.1,0.013593901111867092,1,1
8,11,-36.776861,-73.067318,0.0,8.3,258.8,-36.776991,-73.066807,0.0,261.0,14.1,0.047752234899659574,1,1
5,20,-36.780153,-73.068193,0.0,184.9,264.5,-36.778392,-73.064306,0.0,43.8,128.3,0.3977245944788515,1,1
4,15,-36.778752,-73.068476,0.0,159.6,160.6,-36.777949,-73.066308,0.0,46.7,307.3,0.21273302953175577,1,1
8,14,-36.777625,-73.068148,0.0,209.9,243.5,-36.779922,-73.067278,0.0,114.3,233.4,0.2669090577822008,1,1
6,11,-36.777071,-73.065526,0.0,199.3,334.8,-36.779198,-73.066422,0.0,55.2,243.7,0.24961131138923615,1,1
9,12,-36.779348,-73.065694,0.0,250.3,113.6,-36.775191,-73.067488,0.0,177.9,315.6,0.48907367422483755,1,1
3,11,-36.778302,-73.067777,0.0,54.6,12.2,-36.775365,-73.065785,0.0,275.9,110.8,0.37165919826299065,1,1
1,19,-36.779801,-73.068545,0.0,213.9,27.0,-36.775871,-73.067253,0.0,284.5,131.9,0.451892168016604,1,1
7,20,-36.775294,-73.067992,0.0,183.0,28.1,-36.778867,-73.068579,0.0,112.6,274.8,0.40072449768212415,1,1
2,11,-36.780193,-73.065207,0.0,270.8,241.3,-36.778049,-73.068105,0.0,113.0,179.3,0.3513563047164806,1,1
10,13,-36.778304,-73.064241,0.0,68.3,131.9,-36.776995,-73.068523,0.0,274.0,236.0,0.4082011492112518,1,1
8,12,-36.779532,-73.065821,0.0,254.3,321.9,-36.777421,-73.066144,0.0,271.3,304.7,0.23648866558187348,1,1
8,11,-36.778085,-73.066554,0.0,101.3,170.0,-36.776991,-73.066781,0.0,67.3,233.1,0.12331583858671756,1,1
5,17,-36.777406,-73.064833,0.0,246.9,124.5,-36.776845,-73.067548,0.0,31.4,59.9,0.24972502840577243,1,1
